source,target,weight
pathology imaging,similarity analysis,1
range portrait,scattering centers,1
aircraft detection,scattering centers,1
amplitude analysis,scattering centers,1
radar identification,scattering centers,1
aircraft detection,range portrait,1
amplitude analysis,range portrait,1
radar identification,range portrait,1
aircraft detection,amplitude analysis,1
aircraft detection,radar identification,1
amplitude analysis,radar identification,1
material receiving,paper lattice forming,1
paper lattice forming,track limiting,1
automatic loading,paper lattice forming,1
flat bed trailer,paper lattice forming,1
material receiving,track limiting,1
automatic loading,material receiving,1
flat bed trailer,material receiving,1
automatic loading,track limiting,1
flat bed trailer,track limiting,1
automatic loading,flat bed trailer,1
azimuth calculation,heading calibration,1
heading calibration,unmanned aerial vehicle,1
heading calibration,real-time measurement,1
heading calibration,optical axis error,1
azimuth calculation,unmanned aerial vehicle,1
azimuth calculation,real-time measurement,1
azimuth calculation,optical axis error,1
real-time measurement,unmanned aerial vehicle,1
optical axis error,unmanned aerial vehicle,1
optical axis error,real-time measurement,1
CA model,CUDA algorithm,1
CUDA algorithm,UAV remote sensing,1
CUDA algorithm,image splicing,1
CUDA algorithm,SIFT optimization,1
CA model,UAV remote sensing,1
CA model,image splicing,1
CA model,SIFT optimization,1
UAV remote sensing,image splicing,1
SIFT optimization,UAV remote sensing,1
SIFT optimization,image splicing,1
buoy antenna,submarine body,1
buoy antenna,unmanned torpedo,1
buoy antenna,rotary propeller,1
buoy antenna,moving wings,1
submarine body,unmanned torpedo,1
rotary propeller,submarine body,1
moving wings,submarine body,1
rotary propeller,unmanned torpedo,1
moving wings,unmanned torpedo,1
moving wings,rotary propeller,1
CCD detector,chlorophyll concentration,1
chlorophyll concentration,modulated purple light,1
chlorophyll concentration,fluorescence imaging,1
chlorophyll concentration,non-contact detection,1
CCD detector,modulated purple light,1
CCD detector,fluorescence imaging,1
CCD detector,non-contact detection,1
fluorescence imaging,modulated purple light,1
modulated purple light,non-contact detection,1
fluorescence imaging,non-contact detection,1
flexible gear ring,load distribution,1
flexible gear ring,floatation structure,1
automatic centering,flexible gear ring,1
flexible gear ring,planetary gear box,1
floatation structure,load distribution,1
load distribution,planetary gear box,1
automatic centering,floatation structure,1
floatation structure,planetary gear box,1
automatic centering,planetary gear box,1
kerosene engine,parallel hybrid drive,1
charging device,parallel hybrid drive,1
parallel hybrid drive,unmanned aircraft,1
diesel engine,parallel hybrid drive,1
charging device,kerosene engine,1
kerosene engine,unmanned aircraft,1
diesel engine,kerosene engine,1
charging device,unmanned aircraft,1
charging device,diesel engine,1
diesel engine,unmanned aircraft,1
hair brush frame,transparent paper cigarette,1
automatic pressing,transparent paper cigarette,1
spring return mechanism,transparent paper cigarette,1
soldering iron integration,transparent paper cigarette,1
automatic pressing,hair brush frame,1
hair brush frame,spring return mechanism,1
hair brush frame,soldering iron integration,1
automatic pressing,spring return mechanism,1
automatic pressing,soldering iron integration,1
soldering iron integration,spring return mechanism,1
energy conversion,permanent magnets,1
electric bicycle,permanent magnets,1
frictionless drive,permanent magnets,1
man-powered electricity,permanent magnets,1
electric bicycle,energy conversion,1
energy conversion,frictionless drive,1
energy conversion,man-powered electricity,1
electric bicycle,frictionless drive,1
electric bicycle,man-powered electricity,1
frictionless drive,man-powered electricity,1
hydraulic control system,proportional overflow valve,1
emergency braking,proportional overflow valve,1
UAV ejection device,proportional overflow valve,1
buffer braking,proportional overflow valve,1
emergency braking,hydraulic control system,1
UAV ejection device,hydraulic control system,1
buffer braking,hydraulic control system,1
UAV ejection device,emergency braking,1
buffer braking,emergency braking,1
UAV ejection device,buffer braking,1
automatic configuration,backplane integration,1
automatic configuration,daughter card identification,1
automatic configuration,slot position mapping,1
IP address allocation,automatic configuration,1
backplane integration,daughter card identification,1
backplane integration,slot position mapping,1
IP address allocation,backplane integration,1
daughter card identification,slot position mapping,1
IP address allocation,daughter card identification,1
IP address allocation,slot position mapping,1
C-shaped clasp,clasp mechanism,1
clasp mechanism,secure packaging,1
clasp mechanism,lunch box design,1
automatic release prevention,clasp mechanism,1
C-shaped clasp,secure packaging,1
C-shaped clasp,lunch box design,1
C-shaped clasp,automatic release prevention,1
lunch box design,secure packaging,1
automatic release prevention,secure packaging,1
automatic release prevention,lunch box design,1
automatic injection,positive-negative motor,1
automatic injection,cylindrical push rod,1
automatic injection,height limiting device,1
automatic injection,drive gear,1
cylindrical push rod,positive-negative motor,1
height limiting device,positive-negative motor,1
drive gear,positive-negative motor,1
cylindrical push rod,height limiting device,1
cylindrical push rod,drive gear,1
drive gear,height limiting device,1
bicycle folder,shock-resistant,1
bicycle folder,hidden components,1
bicycle folder,weather-resistant,1
double-locking mechanism,shock-resistant,1
double-locking mechanism,hidden components,1
double-locking mechanism,weather-resistant,1
hidden components,shock-resistant,1
shock-resistant,weather-resistant,1
hidden components,weather-resistant,1
automatic trueness analysis,self-leveling laser,1
automatic trueness analysis,inclination compensation,1
automatic trueness analysis,image sensor calibration,1
automatic trueness analysis,laser beam testing,1
inclination compensation,self-leveling laser,1
image sensor calibration,self-leveling laser,1
laser beam testing,self-leveling laser,1
image sensor calibration,inclination compensation,1
inclination compensation,laser beam testing,1
image sensor calibration,laser beam testing,1
autonomous entity design,multicolor stone setting,1
autonomous entity design,jewelry innovation,1
autonomous entity design,perpendicular stone arrangement,1
autonomous entity design,viewing angle color change,1
jewelry innovation,multicolor stone setting,1
multicolor stone setting,perpendicular stone arrangement,1
multicolor stone setting,viewing angle color change,1
jewelry innovation,perpendicular stone arrangement,1
jewelry innovation,viewing angle color change,1
perpendicular stone arrangement,viewing angle color change,1
UAV forestry,point cloud generation,1
point cloud generation,route optimization,1
forest monitoring,point cloud generation,1
electromagnetic sensor,point cloud generation,1
UAV forestry,route optimization,1
UAV forestry,forest monitoring,1
UAV forestry,electromagnetic sensor,1
forest monitoring,route optimization,1
electromagnetic sensor,route optimization,1
electromagnetic sensor,forest monitoring,1
chain transmission,printing machine,1
chain transmission,parallel movement,1
chain transmission,numerical control,1
chain transmission,guide mechanism,1
parallel movement,printing machine,1
numerical control,printing machine,1
guide mechanism,printing machine,1
numerical control,parallel movement,1
guide mechanism,parallel movement,1
guide mechanism,numerical control,1
fry hatching,roe blocking net,1
drainage tank,roe blocking net,1
filtering pond,roe blocking net,1
roe blocking net,water circulation,1
drainage tank,fry hatching,1
filtering pond,fry hatching,1
fry hatching,water circulation,1
drainage tank,filtering pond,1
drainage tank,water circulation,1
filtering pond,water circulation,1
image processing,object movement prediction,1
UAV threat analysis,object movement prediction,1
feature tracking,object movement prediction,1
collision detection,object movement prediction,1
UAV threat analysis,image processing,1
feature tracking,image processing,1
collision detection,image processing,1
UAV threat analysis,feature tracking,1
UAV threat analysis,collision detection,1
collision detection,feature tracking,1
autonomous navigation,dynamic object tracking,1
UAV control,dynamic object tracking,1
dynamic object tracking,smoothed trajectory,1
dynamic object tracking,high-level command,1
UAV control,autonomous navigation,1
autonomous navigation,smoothed trajectory,1
autonomous navigation,high-level command,1
UAV control,smoothed trajectory,1
UAV control,high-level command,1
high-level command,smoothed trajectory,1
gradient filter,viewer-specific display,1
backlight adjustment,viewer-specific display,1
image recognition,viewer-specific display,1
luminance correction,viewer-specific display,1
backlight adjustment,gradient filter,1
gradient filter,image recognition,1
gradient filter,luminance correction,1
backlight adjustment,image recognition,1
